,depolarizing rate,fidelity,trajectory,result
280,0.35000000000000003,0.32233333333333336,3,Simulated
281,0.4,0.26866666666666666,3,Simulated
282,0.45,0.26916666666666667,3,Simulated
283,0.5,0.25983333333333336,3,Simulated
284,0.55,0.24366666666666664,3,Simulated
285,0.6000000000000001,0.24633333333333332,3,Simulated
286,0.65,0.2425,3,Simulated
287,0.7000000000000001,0.25316666666666665,3,Simulated
288,0.75,0.24783333333333332,3,Simulated
289,0.8,0.25183333333333335,3,Simulated
290,0.8500000000000001,0.24633333333333332,3,Simulated
291,0.9,0.25550000000000006,3,Simulated
292,0.9500000000000001,0.25,3,Simulated
293,1.0,0.25216666666666665,3,Simulated
294,0.0,1.0,4,Simulated
295,0.05,0.9206666666666666,4,Simulated
296,0.1,0.8143333333333334,4,Simulated
297,0.15000000000000002,0.6906666666666667,4,Simulated
298,0.2,0.563,4,Simulated
299,0.25,0.45366666666666666,4,Simulated
300,0.30000000000000004,0.36283333333333334,4,Simulated
301,0.35000000000000003,0.29516666666666663,4,Simulated
302,0.4,0.2733333333333334,4,Simulated
303,0.45,0.25633333333333336,4,Simulated
304,0.5,0.2653333333333333,4,Simulated
305,0.55,0.24166666666666667,4,Simulated
306,0.6000000000000001,0.26566666666666666,4,Simulated
307,0.65,0.2523333333333333,4,Simulated
308,0.7000000000000001,0.2541666666666667,4,Simulated
309,0.75,0.24483333333333332,4,Simulated
310,0.8,0.24583333333333335,4,Simulated
311,0.8500000000000001,0.256,4,Simulated
312,0.9,0.24566666666666667,4,Simulated
313,0.9500000000000001,0.24916666666666665,4,Simulated
314,1.0,0.26216666666666666,4,Simulated
315,0.0,1.0,5,Simulated
316,0.05,0.9218333333333333,5,Simulated
317,0.1,0.8103333333333333,5,Simulated
318,0.15000000000000002,0.6918333333333333,5,Simulated
319,0.2,0.5703333333333334,5,Simulated
320,0.25,0.4473333333333333,5,Simulated
321,0.30000000000000004,0.37133333333333335,5,Simulated
322,0.35000000000000003,0.31150000000000005,5,Simulated
323,0.4,0.27649999999999997,5,Simulated
324,0.45,0.258,5,Simulated
325,0.5,0.2535,5,Simulated
326,0.55,0.24933333333333335,5,Simulated
327,0.6000000000000001,0.24333333333333332,5,Simulated
328,0.65,0.25116666666666665,5,Simulated
329,0.7000000000000001,0.252,5,Simulated
330,0.75,0.2503333333333333,5,Simulated
331,0.8,0.2523333333333333,5,Simulated
332,0.8500000000000001,0.25733333333333336,5,Simulated
333,0.9,0.24966666666666665,5,Simulated
334,0.9500000000000001,0.24016666666666667,5,Simulated
335,1.0,0.25066666666666665,5,Simulated
336,0.0,1.0,6,Simulated
337,0.05,0.9211666666666667,6,Simulated
338,0.1,0.819,6,Simulated
339,0.15000000000000002,0.6928333333333333,6,Simulated
340,0.2,0.5646666666666667,6,Simulated
341,0.25,0.45666666666666667,6,Simulated
342,0.30000000000000004,0.35850000000000004,6,Simulated
343,0.35000000000000003,0.3021666666666667,6,Simulated
344,0.4,0.2583333333333333,6,Simulated
345,0.45,0.27499999999999997,6,Simulated
346,0.5,0.26099999999999995,6,Simulated
347,0.55,0.253,6,Simulated
348,0.6000000000000001,0.25383333333333336,6,Simulated
349,0.65,0.25333333333333335,6,Simulated
350,0.7000000000000001,0.26416666666666666,6,Simulated
351,0.75,0.24383333333333332,6,Simulated
352,0.8,0.24983333333333332,6,Simulated
353,0.8500000000000001,0.25666666666666665,6,Simulated
354,0.9,0.25333333333333335,6,Simulated
355,0.9500000000000001,0.2481666666666667,6,Simulated
356,1.0,0.26000000000000006,6,Simulated
357,0.0,1.0,7,Simulated
358,0.05,0.9213333333333333,7,Simulated
359,0.1,0.8128333333333333,7,Simulated
360,0.15000000000000002,0.6958333333333333,7,Simulated
361,0.2,0.5655,7,Simulated
362,0.25,0.44966666666666666,7,Simulated
363,0.30000000000000004,0.3716666666666667,7,Simulated
364,0.35000000000000003,0.3055,7,Simulated
365,0.4,0.26516666666666666,7,Simulated
366,0.45,0.25950000000000006,7,Simulated
367,0.5,0.25666666666666665,7,Simulated
368,0.55,0.25583333333333336,7,Simulated
369,0.6000000000000001,0.245,7,Simulated
370,0.65,0.23533333333333328,7,Simulated
371,0.7000000000000001,0.244,7,Simulated
372,0.75,0.24366666666666664,7,Simulated
373,0.8,0.2535,7,Simulated
374,0.8500000000000001,0.25033333333333335,7,Simulated
375,0.9,0.24683333333333332,7,Simulated
376,0.9500000000000001,0.263,7,Simulated
377,1.0,0.2615,7,Simulated
378,0.0,1.0,8,Simulated
379,0.05,0.9226666666666666,8,Simulated
380,0.1,0.8115000000000001,8,Simulated
381,0.15000000000000002,0.7000000000000001,8,Simulated
382,0.2,0.5565,8,Simulated
383,0.25,0.44499999999999995,8,Simulated
384,0.30000000000000004,0.35433333333333333,8,Simulated
385,0.35000000000000003,0.3071666666666667,8,Simulated
386,0.4,0.2811666666666667,8,Simulated
387,0.45,0.2838333333333334,8,Simulated
388,0.5,0.24483333333333335,8,Simulated
389,0.55,0.2505,8,Simulated
390,0.6000000000000001,0.2373333333333333,8,Simulated
391,0.65,0.2403333333333333,8,Simulated
392,0.7000000000000001,0.24850000000000003,8,Simulated
393,0.75,0.24016666666666667,8,Simulated
394,0.8,0.24433333333333332,8,Simulated
395,0.8500000000000001,0.25583333333333336,8,Simulated
396,0.9,0.2545,8,Simulated
397,0.9500000000000001,0.273,8,Simulated
398,1.0,0.24200000000000002,8,Simulated
399,0.0,1.0,9,Simulated
400,0.05,0.9231666666666666,9,Simulated
401,0.1,0.8175,9,Simulated
402,0.15000000000000002,0.6825000000000001,9,Simulated
403,0.2,0.5533333333333333,9,Simulated
404,0.25,0.44233333333333336,9,Simulated
405,0.30000000000000004,0.3641666666666667,9,Simulated
406,0.35000000000000003,0.3086666666666667,9,Simulated
407,0.4,0.2803333333333334,9,Simulated
408,0.45,0.26483333333333337,9,Simulated
409,0.5,0.26016666666666666,9,Simulated
410,0.55,0.2576666666666667,9,Simulated
411,0.6000000000000001,0.2538333333333333,9,Simulated
412,0.65,0.2413333333333333,9,Simulated
413,0.7000000000000001,0.25333333333333335,9,Simulated
414,0.75,0.25466666666666665,9,Simulated
415,0.8,0.24966666666666665,9,Simulated
416,0.8500000000000001,0.25016666666666665,9,Simulated
417,0.9,0.24316666666666667,9,Simulated
418,0.9500000000000001,0.24583333333333332,9,Simulated
419,1.0,0.24533333333333332,9,Simulated
